prop_name,prop_type,street,zipcode,bathroom,bedroom
Cozy Privet Room in Pacific Heights.,Apartment,"Broadway, San Francisco, CA 94115, United States",94115,1,1
"New Condo 2BR/2BA, Deck Pac Heights",Apartment,"California St, San Francisco, CA 94115, United States",94115,2,2
3Bed view Victorian in Pac Heights,Apartment,"Broadway Street, San Francisco, CA 94115, United States",94115,1,3
Luxury Designer Condo Pac Heights,Condominium,"Sacramento Street, San Francisco, CA 94115, United States",94115,2,2
1 large private bedroom,Apartment,"Sacramento Street, San Francisco, CA 94109, United States",94109,1,1
Modern apartment in Pacific Heights,Apartment,"Franklin Street, San Francisco, CA 94109, United States",94109,1,1
Charming Pacific Heights Bed and Breakfast,Bed & Breakfast,"Jackson Street, San Francisco, CA 94115, United States",94115,1,1
"Gorgeous, Modern Spacious Victorian",House,"California Street, San Francisco, CA 94115, United States",94115,2.5,3
Spacious Pacific Heights Super Bowl,Apartment,"Pacific Avenue, San Francisco, CA 94109, United States",94109,1,2
1 BR Apt in best neighborhood SF.,Apartment,"Sacramento Street, San Francisco, CA 94115, United States",94115,1,1
Cozy 3BR Cottage in Pacific Heights,House,"Perine Place, San Francisco, CA 94115, United States",94115,2,3
Pacific Heights Private Room,Apartment,"Octavia Street, San Francisco, CA 94109, United States",94109,1,1
Prime Location - Small Basic Room,Apartment,"Washington St, San Francisco, CA 94109, United States",94109,,1
Jackson Court in Pacific Heights,Bed & Breakfast,"Jackson Street, San Francisco, CA 94115, United States",94115,1,1
Pacific Heights Chic Apartment,Apartment,"Sacramento Street, San Francisco, CA 94115, United States",94115,1,1
Spacious 2BR in Pacific Heights,Apartment,"Sacramento Street, San Francisco, CA 94109, United States",94109,1.5,2
Spacious house like empire,House,"California Street, San Francisco, CA 94109, United States",94109,2.5,3
Pacific Heights Cozy Antique Studio,Apartment,"Sacramento Street, San Francisco, CA 94115, United States",94115,1,1
Live like local! Bright 2B/2B Condo,Apartment,"Divisadero Street, San Francisco, CA 94115, United States",94115,2,2
1BD - Pac Heights Free parkg,Apartment,"Sacramento Street, San Francisco, CA 94109, United States",94109,1,1
Upscale Sunny Private Bed and Bath,House,"California Street, San Francisco, CA 94115, United States",94115,1,1
Sunny spacious room w/ amazing view,Apartment,"California St, San Francisco, CA 94109, United States",94109,1,1
"Classic, Airy Pacific Heights 1BD",Apartment,"Jackson Street, San Francisco, CA 94115, United States",94115,1,1
Pacific Heights Corporate Housing,Apartment,"Wilmot Street, San Francisco, CA 94115, United States",94115,1,1
Marina/Cow Hollow -Private Room!,Apartment,"Franklin Street, San Francisco, CA 94123, United States",94123,1,1
Hotel Pac Hgts 2 Bed Free Car ParkE,Bed & Breakfast,"Union Street, San Francisco, CA 94123, United States",94123,1,1
Jackson Court 1,Bed & Breakfast,"Jackson Street, San Francisco, CA 94115, United States",94115,1,0
Large sunny Pacific Heights bedroom,House,"Buchanan Street, San Francisco, CA 94123, United States",94123,1,1
Bright and Cozy Pac Heights Apt,Apartment,"Broadway, San Francisco, CA 94115, United States",94115,1,1
Beautiful Pac Heights View Apt Mansion District,Apartment,"Webster Street, San Francisco, CA 94115, United States",94115,1,1
Modern luxury condo great location!,Apartment,"Washington Street, San Francisco, CA 94109, United States",94109,2,2
Spacious Living in Pacific Heights,Apartment,"Broderick Street, San Francisco, CA 94115, United States",94115,2,2
Relaxing Oasis in Pacific Heights,Apartment,"Clay Street, San Francisco, CA 94115, United States",94115,1,1
Pacific Heights 2 Bedroom 2 Ba Flat,House,"Washington St and Laguna Street, San Francisco, CA 94115, United States",94115,2,3
Private room & entrance in an SF historic landmark,House,"Pacific Avenue, San Francisco, CA 94109, United States",94109,1,1
4BM/2.5BA Pacific Hts Top Floor Flat on Broadway!,House,"Broadway, San Francisco, CA 94109, United States",94109,2.5,4
Pacific Heights Flat Amazing Views,Apartment,"Divisadero Street, San Francisco, CA 94115, United States",94115,1,3
99 Walk Score - Amazing Views,Apartment,"Fillmore Street, San Francisco, CA 94123, United States",94123,1,1
Huge Apt with Views for Super Bowl,Apartment,"Green Street, San Francisco, CA 94123, United States",94123,1,2
Modern Luxury & Parking Friendly,Apartment,"Washington Street, San Francisco, CA 94115, United States",94115,1,1
Pacific Heights/Marina Private Room with View!,Apartment,"Fillmore Street, San Francisco, CA 94123, United States",94123,1,1
Unbeatable Golden Gate View,Apartment,"Fillmore Street, San Francisco, CA 94123, United States",94123,1,0
Prime Pacific Heights Three Bedroom,Apartment,"Jackson Street, San Francisco, CA 94115, United States",94115,1.5,3
Chez Paul,Apartment,"California Street, San Francisco, CA 94115, United States",94115,1,1
Spacious Home - Pacific Heights,Apartment,"Pacific Avenue, San Francisco, CA 94109, United States",94109,2,2
Pacific Heights Home Sleeps 4 | Next to Park,Apartment,"Washington Street, San Francisco, CA 94115, United States",94115,1,2
Stylish 2 Bedroom In The Heart Of Pacific Heights,Apartment,"Fillmore Street, San Francisco, CA 94115, United States",94115,1,2
Beautiful 2BD in Pacific Heights,House,"Laguna Street, San Francisco, CA 94115, United States",94115,1,1
1BD in massive Pac Heights Apt,Apartment,"Pacific Avenue, San Francisco, CA 94109, United States",94109,1,1
Modern Edwardian in Pacific Heights,Apartment,"California Street, San Francisco, CA 94115, United States",94115,1,1
Pacific Heights Pied-à-terre,Apartment,"Washington Street, San Francisco, CA 94115, United States",94115,1,1
Nice One Bedroom Apt in Pac Heights,Apartment,"Sacramento Street, San Francisco, CA 94115, United States",94115,1,1
Luxury Pacific Heights Penthouse,Apartment,"Vallejo St, San Francisco, CA 94123, United States",94123,2,2
Super Bowl 2 BR/2 BA in Pac Heights,Apartment,"Washington Street, San Francisco, CA 94109, United States",94109,2,2
Room for rent in Pacific Heights,Apartment,"Van Ness Avenue, San Francisco, CA 94109, United States",94109,2,1
"Sunny, private room w/attached bath",Condominium,"Clay Street, San Francisco, CA 94115, United States",94115,1,1
Chic Pac Heights Privacy,Apartment,"Broadway, San Francisco, CA 94115, United States",94115,1,1
"❤ of Pac Heights | Sun Room Patio | 60"" HDTV | W/D",Apartment,"Jackson Street, San Francisco, CA 94115, United States",94115,1,1
4 Bedroom Flat in the Marina,House,"Steiner Street, San Francisco, CA 94123, United States",94123,1,1
Amazing Apt w/ Incredible View!,Apartment,"Pacific Avenue, San Francisco, CA 94109, United States",94109,2,1
Pacific Heights Private Studio Apt,Apartment,"Broadway, San Francisco, CA 94115, United States",94115,1,0
"Large Apt, Convenient/Safe Location",Apartment,"Sacramento St, San Francisco, CA 94115, United States",94115,1.5,1
Spacious Beautifully Decorated 2 Bed/1 Bath,Apartment,"Franklin Street, San Francisco, CA 94109, United States",94109,1,2
Beautiful Pacific Heights 3 Bedroom,Apartment,"Pine Street, San Francisco, CA 94115, United States",94115,2,3
Modern Pacific Heights Garden Apartment,Apartment,"Washington Street, San Francisco, CA 94115, United States",94115,1,1
Prime Location - Large Private Room,Apartment,"Washington St, San Francisco, CA 94109, United States",94109,,1
Spectacular 1900s Victorian home,House,"Pine Street, San Francisco, CA 94115, United States",94115,3,3
Efficiency Studio in Pacific Height,Apartment,"Sacramento Street, San Francisco, CA 94115, United States",94115,1,0
Beautiful View Golden Gate Bridge,Apartment,"Broadway, San Francisco, CA 94115, United States",94115,1,0
Apartment near Union Street,Apartment,"Green Street, San Francisco, CA 94123, United States",94123,2,2
Marina/Cow Hallow spacious 2 bedroom with yard,Apartment,"Union Street, San Francisco, CA 94123, United States",94123,1,2
Pac Heights Private Room+Bath,Condominium,"Washington Street, San Francisco, CA 94109, United States",94109,1,1
Astounding Golden Gate Views!,Apartment,"Broadway, San Francisco, CA 94115, United States",94115,2,2
Alta Plaza Crash Pad,Apartment,"Clay Street, San Francisco, CA 94115, United States",94115,1,1
"3 BR Apt, Pac Heights",Apartment,"Clay Street, San Francisco, CA 94115, United States",94115,1,3
jackson terrace,Condominium,"Jackson Street, San Francisco, CA 94115, United States",94115,1,2
Private Bedroom In Pacific Heights,Apartment,"Jackson Street, San Francisco, CA 94115, United States",94115,1,1
Spacious 2BD in prime Pac Heights,Apartment,"Pacific Avenue, San Francisco, CA 94109, United States",94109,2,2
One br in pacific height,Other,"Jackson Street, San Francisco, CA 94115, United States",94115,1,1
Heart of SF - Private Room & Bath,Condominium,"Washington Street, San Francisco, CA 94109, United States",94109,1,1
Homey 1-br with balcony,Apartment,"San Francisco, CA 94109, United States",94109,1.5,1
Victorian w/View and Sunny deck in Pacific Heights,Apartment,"San Francisco, CA, United States",,1,1
"Spacious, Sun-Filled Prime Location",Apartment,"Gough St, San Francisco, CA 94123, United States",94123,1,1
Relaxing & Bright* Pac Heights 1 Bd,Apartment,"Washington Street, San Francisco, CA 94115, United States",94115,1,0
Spacious apartment with a view in San Francisco,Apartment,"Steiner Street, San Francisco, CA 94115, United States",94115,1,1
Prime Pac Heights - SUPER BOWL,Apartment,"Broadway, San Francisco, CA 94115, United States",94115,1,3
Private room in 3 bedrooms apt,Apartment,"Webster, San Francisco, CA 94115, United States",94115,1,1
Romantic 2bd in Cow Hollow on Union,Condominium,"Union Street, San Francisco, CA 94123, United States",94123,1,2
4 Bedroom House,Apartment,"Divisadero Street, San Francisco, CA 94115, United States",94115,1,4
Master Bedroom in Pacific Heights,Apartment,"Divisadero Street, San Francisco, CA 94115, United States",94115,1,1
LAST MINUTE AVAILABILITY! GORGEOUS 3000 sq ft HOME,House,"Washington Street, San Francisco, CA 94115, United States",94115,2.5,3
"Beautiful room, amazing SF views",Apartment,"Divisadero Street, San Francisco, CA 94115, United States",94115,1,1
"Super Modern Lux View Pac Heights  (2,500 sf )",Apartment,"Pacific Ave, San Francisco, CA 94115, United States",94115,3.5,3
Peaceful bedroom with private deck.,House,"Sacramento Street, San Francisco, CA 94115, United States",94115,1,1
Amazing Views from Pac Heights Apt,Apartment,"Sacramento Street, San Francisco, CA 94109, United States",94109,1,1
Luxury of Peace/Quiet in the City!,Apartment,"Laguna Street, San Francisco, CA 94115, United States",94115,1,1
Prime Location - Single Airy Room,Apartment,"Washington St, San Francisco, CA 94109, United States",94109,,1
Sunny spacious master bedroom,Condominium,"Clay Street, San Francisco, CA 94115, United States",94115,1,1
Perfect Centrally-Located Clean Apt,Apartment,"Jackson Street, San Francisco, CA 94109, United States",94109,1,1
Pac Heights Bedroom,Apartment,"Jackson Street, San Francisco, CA 94109, United States",94109,2,1
1 bedroom with gorgeous view,Apartment,"Broadway, San Francisco, CA 94109, United States",94109,1,1
Great Top Floor w/ Deck & City View,Apartment,"Clay Street, San Francisco, CA 94115, United States",94115,1,1
Quintessential Pacific Heights Victorian,House,"Baker Street, San Francisco, CA 94115, United States",94115,3.5,4
Spacious 3Bed Pac Heights w/Parking,Apartment,"Pacific Avenue, San Francisco, CA 94109, United States",94109,1,2
Art Deco Condo in Pacific Heights,Apartment,"Vallejo Street, San Francisco, CA 94123, United States",94123,1.5,2
Balcony on Fillmore Street +Parking,Apartment,"Sutter St, San Francisco, CA 94115, United States",94115,1,1
Pacific Heights (walk to everything),Apartment,"Sacramento Street, San Francisco, CA 94109, United States",94109,1,1
Nob Hill Private Bedroom/Bathroom,Condominium,"Washington Street, San Francisco, CA 94109, United States",94109,1,1
Cozy Studio in Pacific Heights,Apartment,"Sutter st., San Francisco, CA 94109, United States",94109,1,1
Lux Designer Condo Private Room,House,"A Sacramento St, San Francisco, CA 94115, United States",94115,1,1
Studio Apartment Lafayette Park,Apartment,"Washington St, San Francisco, CA 94109, United States",94109,1,1
Hotel Pac Hgts 2 Bed Free Car ParkG,Bed & Breakfast,"Union Street, San Francisco, CA 94123, United States",94123,1,1
BEST LOCATION SEPTEMBER Sublet FILLMORE ST,Apartment,"California Street, San Francisco, CA 94115, United States",94115,1,0
Mini Guest House Rental - 1 room guest house,House,"B California Street, San Francisco, CA 94115, United States",94115,1,1
Traditional Pacific Heights 1-BR,Apartment,"Sacramento Street, San Francisco, CA 94115, United States",94115,1,1
Condo in Beautiful SF Neighborhood,Condominium,"Green Street, San Francisco, CA 94123, United States",94123,1,1
Stunning Views 3BR Marina Apartment,Apartment,"Green Street, San Francisco, CA 94123, United States",94123,2,3
Private Castle in Pacific Heights,Castle,"Vallejo Street, San Francisco, CA 94123, United States",94123,2.5,2
Victorian Condo in Pacific Heights,Condominium,"Sacramento Street, San Francisco, CA 94115, United States",94115,2,2
99 Walk Score - Excellent Transit,Apartment,"Fillmore Street, San Francisco, CA 94123, United States",94123,1,1
(2) Bed (2) Bath Pacific Heights,Apartment,"Broadway, San Francisco, CA 94109, United States",94109,2,2
Super Bowl 2BR/2BA PacHeights Suite,Condominium,"Sacramento Street, San Francisco, CA 94115, United States",94115,2,2
Beautiful Union Street Flat,Apartment,"Union Street, San Francisco, CA 94123, United States",94123,1.5,2
Huge 1 bed / 2 bath in prime spot,Apartment,"Pacific Avenue, San Francisco, CA 94109, United States",94109,2,1
Luxurious Room w/ Private Bathroom & Stunning View,Apartment,"Franklin Street, San Francisco, CA 94109, United States",94109,1,1
Pacific Heights Single Family Home,House,"Lyon Street, San Francisco, CA, San Francisco, CA 94115, United States",94115,1,3
Parkside Pacific Heights 1 Bedroom,Apartment,"Clay Street, San Francisco, CA 94115, United States",94115,1,1
2Br/2Ba Historic Home with Garden,Apartment,"Pacific Avenue, San Francisco, CA 94109, United States",94109,2,2
Home Away From Home: Gr8 loctation,Apartment,"Franklin St, San Francisco, CA 94109, United States",94109,2,2
Quiet 1BD in Pac Heights Next to Park,Apartment,"Clay Street, San Francisco, CA 94115, United States",94115,1,1
Pac. Heights 3 Bedroom 2 Full Bath,Apartment,"California St, San Francisco, CA 94115, United States",94115,2,3
"Spacious, modern spot near Presidio",Apartment,"Presidio Avenue, San Francisco, CA 94115, United States",94115,1,1
Pacific Heights Gem!,Apartment,"Jackson Street, San Francisco, CA 94109, United States",94109,2,2
Cozy 1 bedroom w/ great walkability,Apartment,"Sacramento Street, San Francisco, CA 94115, United States",94115,1,1
Week or month rate next to bus,House,"California Street, San Francisco, CA 94115, United States",94115,1,1
